"Row ID","Geography ID","Name","Variable Code","Variable","Value","Variable Unit","Date","Location"
"19155_2006_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$32,022","Dollars","12/31/2006","POINT (-95.544905 41.340184)"
"19155_2007_CAINC1-1_annual","19155","Pottawattamie","CAINC1-1","Personal income","$2,995,559","Thousands of dollars","12/31/2007","POINT (-95.544905 41.340184)"
"19155_2007_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$32,832","Dollars","12/31/2007","POINT (-95.544905 41.340184)"
"19155_2008_CAINC1-1_annual","19155","Pottawattamie","CAINC1-1","Personal income","$3,186,130","Thousands of dollars","12/31/2008","POINT (-95.544905 41.340184)"
"19155_2008_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$34,714","Dollars","12/31/2008","POINT (-95.544905 41.340184)"
"19155_2009_CAINC1-1_annual","19155","Pottawattamie","CAINC1-1","Personal income","$3,199,381","Thousands of dollars","12/31/2009","POINT (-95.544905 41.340184)"
"19155_2009_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$34,627","Dollars","12/31/2009","POINT (-95.544905 41.340184)"
"19155_2010_CAINC1-1_annual","19155","Pottawattamie","CAINC1-1","Personal income","$3,178,327","Thousands of dollars","12/31/2010","POINT (-95.544905 41.340184)"
"19155_2010_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$34,040","Dollars","12/31/2010","POINT (-95.544905 41.340184)"
"19155_2011_CAINC1-1_annual","19155","Pottawattamie","CAINC1-1","Personal income","$3,355,452","Thousands of dollars","12/31/2011","POINT (-95.544905 41.340184)"
"19155_2011_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$35,868","Dollars","12/31/2011","POINT (-95.544905 41.340184)"
"19155_2012_CAINC1-1_annual","19155","Pottawattamie","CAINC1-1","Personal income","$3,571,092","Thousands of dollars","12/31/2012","POINT (-95.544905 41.340184)"
"19155_2012_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$38,388","Dollars","12/31/2012","POINT (-95.544905 41.340184)"
"19155_2013_CAINC1-1_annual","19155","Pottawattamie","CAINC1-1","Personal income","$3,593,064","Thousands of dollars","12/31/2013","POINT (-95.544905 41.340184)"
"19155_2013_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$38,630","Dollars","12/31/2013","POINT (-95.544905 41.340184)"
"19155_2014_CAINC1-1_annual","19155","Pottawattamie","CAINC1-1","Personal income","$3,665,007","Thousands of dollars","12/31/2014","POINT (-95.544905 41.340184)"
"19155_2014_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$39,218","Dollars","12/31/2014","POINT (-95.544905 41.340184)"
"19155_2015_CAINC1-1_annual","19155","Pottawattamie","CAINC1-1","Personal income","$3,915,437","Thousands of dollars","12/31/2015","POINT (-95.544905 41.340184)"
"19155_2015_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$41,740","Dollars","12/31/2015","POINT (-95.544905 41.340184)"
"19155_2016_CAINC1-1_annual","19155","Pottawattamie","CAINC1-1","Personal income","$3,902,022","Thousands of dollars","12/31/2016","POINT (-95.544905 41.340184)"
"19155_2016_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$41,588","Dollars","12/31/2016","POINT (-95.544905 41.340184)"
"19155_2017_CAINC1-1_annual","19155","Pottawattamie","CAINC1-1","Personal income","$3,948,782","Thousands of dollars","12/31/2017","POINT (-95.544905 41.340184)"
"19155_2017_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$42,113","Dollars","12/31/2017","POINT (-95.544905 41.340184)"
"19155_2018_CAINC1-1_annual","19155","Pottawattamie","CAINC1-1","Personal income","$4,147,913","Thousands of dollars","12/31/2018","POINT (-95.544905 41.340184)"
"19155_2018_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$44,279","Dollars","12/31/2018","POINT (-95.544905 41.340184)"
"19155_2019_CAINC1-1_annual","19155","Pottawattamie","CAINC1-1","Personal income","$4,205,523","Thousands of dollars","12/31/2019","POINT (-95.544905 41.340184)"
"19155_2019_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$44,901","Dollars","12/31/2019","POINT (-95.544905 41.340184)"
"19155_2020_CAINC1-1_annual","19155","Pottawattamie","CAINC1-1","Personal income","$4,454,964","Thousands of dollars","12/31/2020","POINT (-95.544905 41.340184)"
"19155_2020_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$47,560","Dollars","12/31/2020","POINT (-95.544905 41.340184)"
"19155_2021_CAINC1-1_annual","19155","Pottawattamie","CAINC1-1","Personal income","$4,800,483","Thousands of dollars","12/31/2021","POINT (-95.544905 41.340184)"
"19155_2021_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$51,378","Dollars","12/31/2021","POINT (-95.544905 41.340184)"
"19155_2022_CAINC1-1_annual","19155","Pottawattamie","CAINC1-1","Personal income","$4,879,388","Thousands of dollars","12/31/2022","POINT (-95.544905 41.340184)"
"19155_2022_CAINC1-3_annual","19155","Pottawattamie","CAINC1-3","Per capita personal income","$52,369","Dollars","12/31/2022","POINT (-95.544905 41.340184)"
"19157_1997_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$460,885","Thousands of dollars","12/31/1997","POINT (-92.522882 41.684526)"
"19157_1997_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$24,271","Dollars","12/31/1997","POINT (-92.522882 41.684526)"
"19157_1998_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$476,613","Thousands of dollars","12/31/1998","POINT (-92.522882 41.684526)"
"19157_1998_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$25,333","Dollars","12/31/1998","POINT (-92.522882 41.684526)"
"19157_1999_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$485,392","Thousands of dollars","12/31/1999","POINT (-92.522882 41.684526)"
"19157_1999_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$25,823","Dollars","12/31/1999","POINT (-92.522882 41.684526)"
"19157_2000_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$517,454","Thousands of dollars","12/31/2000","POINT (-92.522882 41.684526)"
"19157_2000_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$27,374","Dollars","12/31/2000","POINT (-92.522882 41.684526)"
"19157_2001_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$531,084","Thousands of dollars","12/31/2001","POINT (-92.522882 41.684526)"
"19157_2001_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$27,993","Dollars","12/31/2001","POINT (-92.522882 41.684526)"
"19157_2002_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$538,951","Thousands of dollars","12/31/2002","POINT (-92.522882 41.684526)"
"19157_2002_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$28,454","Dollars","12/31/2002","POINT (-92.522882 41.684526)"
"19157_2003_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$542,447","Thousands of dollars","12/31/2003","POINT (-92.522882 41.684526)"
"19157_2003_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$28,460","Dollars","12/31/2003","POINT (-92.522882 41.684526)"
"19157_2004_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$585,835","Thousands of dollars","12/31/2004","POINT (-92.522882 41.684526)"
"19157_2004_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$30,662","Dollars","12/31/2004","POINT (-92.522882 41.684526)"
"19157_2005_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$591,632","Thousands of dollars","12/31/2005","POINT (-92.522882 41.684526)"
"19157_2005_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$31,135","Dollars","12/31/2005","POINT (-92.522882 41.684526)"
"19157_2006_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$626,229","Thousands of dollars","12/31/2006","POINT (-92.522882 41.684526)"
"19157_2006_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$32,868","Dollars","12/31/2006","POINT (-92.522882 41.684526)"
"19157_2007_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$657,702","Thousands of dollars","12/31/2007","POINT (-92.522882 41.684526)"
"19157_2007_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$34,363","Dollars","12/31/2007","POINT (-92.522882 41.684526)"
"19157_2008_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$705,188","Thousands of dollars","12/31/2008","POINT (-92.522882 41.684526)"
"19157_2008_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$37,066","Dollars","12/31/2008","POINT (-92.522882 41.684526)"
"19157_2009_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$671,215","Thousands of dollars","12/31/2009","POINT (-92.522882 41.684526)"
"19157_2009_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$35,405","Dollars","12/31/2009","POINT (-92.522882 41.684526)"
"19157_2010_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$669,817","Thousands of dollars","12/31/2010","POINT (-92.522882 41.684526)"
"19157_2010_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$35,378","Dollars","12/31/2010","POINT (-92.522882 41.684526)"
"19157_2011_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$736,769","Thousands of dollars","12/31/2011","POINT (-92.522882 41.684526)"
"19157_2011_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$38,912","Dollars","12/31/2011","POINT (-92.522882 41.684526)"
"19157_2012_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$759,926","Thousands of dollars","12/31/2012","POINT (-92.522882 41.684526)"
"19157_2012_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$40,435","Dollars","12/31/2012","POINT (-92.522882 41.684526)"
"19157_2013_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$784,563","Thousands of dollars","12/31/2013","POINT (-92.522882 41.684526)"
"19157_2013_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$41,944","Dollars","12/31/2013","POINT (-92.522882 41.684526)"
"19157_2014_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$780,178","Thousands of dollars","12/31/2014","POINT (-92.522882 41.684526)"
"19157_2014_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$41,634","Dollars","12/31/2014","POINT (-92.522882 41.684526)"
"19157_2015_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$799,454","Thousands of dollars","12/31/2015","POINT (-92.522882 41.684526)"
"19157_2015_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$43,169","Dollars","12/31/2015","POINT (-92.522882 41.684526)"
"19157_2016_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$761,929","Thousands of dollars","12/31/2016","POINT (-92.522882 41.684526)"
"19157_2016_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$41,268","Dollars","12/31/2016","POINT (-92.522882 41.684526)"
"19157_2017_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$781,199","Thousands of dollars","12/31/2017","POINT (-92.522882 41.684526)"
"19157_2017_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$42,109","Dollars","12/31/2017","POINT (-92.522882 41.684526)"
"19157_2018_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$823,345","Thousands of dollars","12/31/2018","POINT (-92.522882 41.684526)"
"19157_2018_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$44,074","Dollars","12/31/2018","POINT (-92.522882 41.684526)"
"19157_2019_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$836,003","Thousands of dollars","12/31/2019","POINT (-92.522882 41.684526)"
"19157_2019_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$44,694","Dollars","12/31/2019","POINT (-92.522882 41.684526)"
"19157_2020_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$884,253","Thousands of dollars","12/31/2020","POINT (-92.522882 41.684526)"
"19157_2020_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$47,469","Dollars","12/31/2020","POINT (-92.522882 41.684526)"
"19157_2021_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$986,753","Thousands of dollars","12/31/2021","POINT (-92.522882 41.684526)"
"19157_2021_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$53,043","Dollars","12/31/2021","POINT (-92.522882 41.684526)"
"19157_2022_CAINC1-1_annual","19157","Poweshiek","CAINC1-1","Personal income","$1,038,364","Thousands of dollars","12/31/2022","POINT (-92.522882 41.684526)"
"19157_2022_CAINC1-3_annual","19157","Poweshiek","CAINC1-3","Per capita personal income","$56,228","Dollars","12/31/2022","POINT (-92.522882 41.684526)"
"19159_1997_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$108,257","Thousands of dollars","12/31/1997","POINT (-94.244251 40.735334)"
"19159_1997_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$19,875","Dollars","12/31/1997","POINT (-94.244251 40.735334)"
"19159_1998_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$104,715","Thousands of dollars","12/31/1998","POINT (-94.244251 40.735334)"
"19159_1998_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$19,246","Dollars","12/31/1998","POINT (-94.244251 40.735334)"
"19159_1999_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$105,853","Thousands of dollars","12/31/1999","POINT (-94.244251 40.735334)"
"19159_1999_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$19,426","Dollars","12/31/1999","POINT (-94.244251 40.735334)"
"19159_2000_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$116,518","Thousands of dollars","12/31/2000","POINT (-94.244251 40.735334)"
"19159_2000_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$21,321","Dollars","12/31/2000","POINT (-94.244251 40.735334)"
"19159_2001_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$110,957","Thousands of dollars","12/31/2001","POINT (-94.244251 40.735334)"
"19159_2001_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$20,491","Dollars","12/31/2001","POINT (-94.244251 40.735334)"
"19159_2002_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$111,742","Thousands of dollars","12/31/2002","POINT (-94.244251 40.735334)"
"19159_2002_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$20,929","Dollars","12/31/2002","POINT (-94.244251 40.735334)"
"19159_2003_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$111,606","Thousands of dollars","12/31/2003","POINT (-94.244251 40.735334)"
"19159_2003_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$20,931","Dollars","12/31/2003","POINT (-94.244251 40.735334)"
"19159_2004_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$135,400","Thousands of dollars","12/31/2004","POINT (-94.244251 40.735334)"
"19159_2004_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$25,380","Dollars","12/31/2004","POINT (-94.244251 40.735334)"
"19159_2005_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$132,186","Thousands of dollars","12/31/2005","POINT (-94.244251 40.735334)"
"19159_2005_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$24,922","Dollars","12/31/2005","POINT (-94.244251 40.735334)"
"19159_2006_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$134,224","Thousands of dollars","12/31/2006","POINT (-94.244251 40.735334)"
"19159_2006_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$25,664","Dollars","12/31/2006","POINT (-94.244251 40.735334)"
"19159_2007_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$136,327","Thousands of dollars","12/31/2007","POINT (-94.244251 40.735334)"
"19159_2007_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$26,212","Dollars","12/31/2007","POINT (-94.244251 40.735334)"
"19159_2008_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$153,903","Thousands of dollars","12/31/2008","POINT (-94.244251 40.735334)"
"19159_2008_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$29,803","Dollars","12/31/2008","POINT (-94.244251 40.735334)"
"19159_2009_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$162,582","Thousands of dollars","12/31/2009","POINT (-94.244251 40.735334)"
"19159_2009_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$31,761","Dollars","12/31/2009","POINT (-94.244251 40.735334)"
"19159_2010_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$164,189","Thousands of dollars","12/31/2010","POINT (-94.244251 40.735334)"
"19159_2010_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$32,137","Dollars","12/31/2010","POINT (-94.244251 40.735334)"
"19159_2011_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$183,877","Thousands of dollars","12/31/2011","POINT (-94.244251 40.735334)"
"19159_2011_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$36,578","Dollars","12/31/2011","POINT (-94.244251 40.735334)"
"19159_2012_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$185,997","Thousands of dollars","12/31/2012","POINT (-94.244251 40.735334)"
"19159_2012_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$37,289","Dollars","12/31/2012","POINT (-94.244251 40.735334)"
"19159_2013_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$205,887","Thousands of dollars","12/31/2013","POINT (-94.244251 40.735334)"
"19159_2013_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$41,864","Dollars","12/31/2013","POINT (-94.244251 40.735334)"
"19159_2014_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$204,715","Thousands of dollars","12/31/2014","POINT (-94.244251 40.735334)"
"19159_2014_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$41,847","Dollars","12/31/2014","POINT (-94.244251 40.735334)"
"19159_2015_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$205,791","Thousands of dollars","12/31/2015","POINT (-94.244251 40.735334)"
"19159_2015_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$42,058","Dollars","12/31/2015","POINT (-94.244251 40.735334)"
"19159_2016_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$202,541","Thousands of dollars","12/31/2016","POINT (-94.244251 40.735334)"
"19159_2016_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$41,394","Dollars","12/31/2016","POINT (-94.244251 40.735334)"
"19159_2017_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$214,422","Thousands of dollars","12/31/2017","POINT (-94.244251 40.735334)"
"19159_2017_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$43,670","Dollars","12/31/2017","POINT (-94.244251 40.735334)"
"19159_2018_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$224,677","Thousands of dollars","12/31/2018","POINT (-94.244251 40.735334)"
"19159_2018_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$46,915","Dollars","12/31/2018","POINT (-94.244251 40.735334)"
"19159_2019_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$225,496","Thousands of dollars","12/31/2019","POINT (-94.244251 40.735334)"
"19159_2019_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$47,775","Dollars","12/31/2019","POINT (-94.244251 40.735334)"
"19159_2020_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$230,448","Thousands of dollars","12/31/2020","POINT (-94.244251 40.735334)"
"19159_2020_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$49,644","Dollars","12/31/2020","POINT (-94.244251 40.735334)"
"19159_2021_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$267,801","Thousands of dollars","12/31/2021","POINT (-94.244251 40.735334)"
"19159_2021_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$57,890","Dollars","12/31/2021","POINT (-94.244251 40.735334)"
"19159_2022_CAINC1-1_annual","19159","Ringgold","CAINC1-1","Personal income","$267,800","Thousands of dollars","12/31/2022","POINT (-94.244251 40.735334)"
"19159_2022_CAINC1-3_annual","19159","Ringgold","CAINC1-3","Per capita personal income","$57,345","Dollars","12/31/2022","POINT (-94.244251 40.735334)"
"19161_1997_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$281,289","Thousands of dollars","12/31/1997","POINT (-95.105224 42.387526)"
"19161_1997_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$23,674","Dollars","12/31/1997","POINT (-95.105224 42.387526)"
"19161_1998_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$264,087","Thousands of dollars","12/31/1998","POINT (-95.105224 42.387526)"
"19161_1998_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$22,282","Dollars","12/31/1998","POINT (-95.105224 42.387526)"
"19161_1999_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$263,520","Thousands of dollars","12/31/1999","POINT (-95.105224 42.387526)"
"19161_1999_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$22,550","Dollars","12/31/1999","POINT (-95.105224 42.387526)"
"19161_2000_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$282,660","Thousands of dollars","12/31/2000","POINT (-95.105224 42.387526)"
"19161_2000_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$24,620","Dollars","12/31/2000","POINT (-95.105224 42.387526)"
"19161_2001_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$302,841","Thousands of dollars","12/31/2001","POINT (-95.105224 42.387526)"
"19161_2001_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$26,558","Dollars","12/31/2001","POINT (-95.105224 42.387526)"
"19161_2002_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$298,693","Thousands of dollars","12/31/2002","POINT (-95.105224 42.387526)"
"19161_2002_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$26,863","Dollars","12/31/2002","POINT (-95.105224 42.387526)"
"19161_2003_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$288,058","Thousands of dollars","12/31/2003","POINT (-95.105224 42.387526)"
"19161_2003_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$26,266","Dollars","12/31/2003","POINT (-95.105224 42.387526)"
"19161_2004_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$346,593","Thousands of dollars","12/31/2004","POINT (-95.105224 42.387526)"
"19161_2004_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$31,882","Dollars","12/31/2004","POINT (-95.105224 42.387526)"
"19161_2005_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$335,521","Thousands of dollars","12/31/2005","POINT (-95.105224 42.387526)"
"19161_2005_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$31,310","Dollars","12/31/2005","POINT (-95.105224 42.387526)"
"19161_2006_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$330,985","Thousands of dollars","12/31/2006","POINT (-95.105224 42.387526)"
"19161_2006_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$30,913","Dollars","12/31/2006","POINT (-95.105224 42.387526)"
"19161_2007_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$370,694","Thousands of dollars","12/31/2007","POINT (-95.105224 42.387526)"
"19161_2007_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$35,197","Dollars","12/31/2007","POINT (-95.105224 42.387526)"
"19161_2008_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$417,911","Thousands of dollars","12/31/2008","POINT (-95.105224 42.387526)"
"19161_2008_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$39,896","Dollars","12/31/2008","POINT (-95.105224 42.387526)"
"19161_2009_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$391,287","Thousands of dollars","12/31/2009","POINT (-95.105224 42.387526)"
"19161_2009_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$37,835","Dollars","12/31/2009","POINT (-95.105224 42.387526)"
"19161_2010_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$425,202","Thousands of dollars","12/31/2010","POINT (-95.105224 42.387526)"
"19161_2010_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$41,043","Dollars","12/31/2010","POINT (-95.105224 42.387526)"
"19161_2011_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$496,025","Thousands of dollars","12/31/2011","POINT (-95.105224 42.387526)"
"19161_2011_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$48,402","Dollars","12/31/2011","POINT (-95.105224 42.387526)"
"19161_2012_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$496,550","Thousands of dollars","12/31/2012","POINT (-95.105224 42.387526)"
"19161_2012_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$48,658","Dollars","12/31/2012","POINT (-95.105224 42.387526)"
"19161_2013_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$544,771","Thousands of dollars","12/31/2013","POINT (-95.105224 42.387526)"
"19161_2013_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$53,980","Dollars","12/31/2013","POINT (-95.105224 42.387526)"
"19161_2014_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$506,717","Thousands of dollars","12/31/2014","POINT (-95.105224 42.387526)"
"19161_2014_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$50,026","Dollars","12/31/2014","POINT (-95.105224 42.387526)"
"19161_2015_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$504,811","Thousands of dollars","12/31/2015","POINT (-95.105224 42.387526)"
"19161_2015_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$50,165","Dollars","12/31/2015","POINT (-95.105224 42.387526)"
"19161_2016_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$442,875","Thousands of dollars","12/31/2016","POINT (-95.105224 42.387526)"
"19161_2016_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$44,622","Dollars","12/31/2016","POINT (-95.105224 42.387526)"
"19161_2017_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$495,063","Thousands of dollars","12/31/2017","POINT (-95.105224 42.387526)"
"19161_2017_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$49,825","Dollars","12/31/2017","POINT (-95.105224 42.387526)"
